Year,Month,State,Residential Revenue (Thousand $),Commercial Revenue (Thousand $),Industrial Revenue (Thousand $),Transportation Revenue (Thousand $),Other                 Revenue (Thousand $),All Sectors        Revenue             (Thousand $),Residential Sales (MWh),Commercial Sales (MWh),Industrial Sales (MWh),Transportation Sales (MWh),Other           Sales  (MWh),All Sector    Sales (MWh),Average Retail Price Residential (c/kWh),Average Retail Price Commercial (c/kWh),Average Retail Price  Industrial (c/kWh),Average Retail Price Transportation (c/kWh),Average Retail Price           Other          (c/kWh),Average Retail Price              All Sectors (c/kWh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,3,," 8,524,784 "," 7,552,245 "," 4,199,477 "," 38,587 ",," 20,315,092 "," 98,947,207 "," 95,330,880 "," 83,327,527 "," 575,943 ",," 278,181,558 ", 8.62 , 7.92 , 5.04 , 6.70 ,, 7.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,4,," 7,628,047 "," 7,382,298 "," 4,245,594 "," 41,006 ",," 19,296,946 "," 85,376,865 "," 93,531,825 "," 83,369,261 "," 573,037 ",," 262,850,989 ", 8.93 , 7.89 , 5.09 , 7.16 ,, 7.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,5,," 8,214,791 "," 8,065,058 "," 4,503,326 "," 37,941 ",," 20,821,115 "," 90,598,212 "," 100,879,286 "," 86,988,354 "," 569,975 ",," 279,035,826 ", 9.07 , 7.99 , 5.18 , 6.66 ,, 7.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,6,," 10,440,532 "," 9,175,712 "," 4,733,298 "," 42,440 ",," 24,391,982 "," 112,335,133 "," 108,122,258 "," 86,732,252 "," 582,716 ",," 307,772,359 ", 9.29 , 8.49 , 5.46 , 7.28 ,, 7.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,7,," 12,100,200 "," 9,966,906 "," 4,978,216 "," 49,141 ",," 27,094,463 "," 129,305,347 "," 115,495,423 "," 88,479,444 "," 626,830 ",," 333,907,044 ", 9.36 , 8.63 , 5.63 , 7.84 ,, 8.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,8,," 12,012,404 "," 9,953,051 "," 5,050,392 "," 47,355 ",," 27,063,202 "," 126,423,340 "," 114,452,494 "," 89,440,282 "," 610,413 ",," 330,926,528 ", 9.50 , 8.70 , 5.65 , 7.76 ,, 8.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,9,," 10,545,114 "," 9,357,065 "," 4,650,136 "," 45,524 ",," 24,597,839 "," 112,337,694 "," 109,595,294 "," 86,018,956 "," 613,889 ",," 308,565,833 ", 9.39 , 8.54 , 5.41 , 7.42 ,, 7.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,10,," 8,463,293 "," 8,419,415 "," 4,478,899 "," 43,833 ",," 21,405,440 "," 93,466,169 "," 102,325,835 "," 85,345,792 "," 598,929 ",," 281,736,725 ", 9.05 , 8.23 , 5.25 , 7.32 ,, 7.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,11,," 8,037,045 "," 7,699,345 "," 4,282,408 "," 40,735 ",," 20,059,533 "," 89,649,741 "," 95,752,665 "," 84,190,552 "," 569,970 ",," 270,162,928 ", 8.96 , 8.04 , 5.09 , 7.15 ,, 7.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12,," 9,775,011 "," 7,973,870 "," 4,288,497 "," 46,023 ",," 22,083,401 "," 113,956,432 "," 101,980,206 "," 83,466,549 "," 646,691 ",," 300,049,878 ", 8.58 , 7.82 , 5.14 , 7.12 ,, 7.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,US Total," 115,577,148 "," 100,546,200 "," 53,477,062 "," 518,816 ",," 270,119,226 "," 1,291,981,578 "," 1,230,424,731 "," 1,017,849,532 "," 7,223,642 ",," 3,547,479,483 ", 8.95 , 8.17 , 5.25 , 7.18 ,, 7.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,," 10,671,907 "," 8,058,902 "," 4,302,694 "," 54,380 ",," 23,087,883 "," 125,287,859 "," 100,862,150 "," 82,241,650 "," 687,150 ",," 309,078,809 ", 8.52 , 7.99 , 5.23 , 7.91 ,, 7.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2,," 9,341,216 "," 7,635,791 "," 4,148,928 "," 53,351 ",," 21,179,287 "," 106,666,913 "," 93,256,640 "," 78,935,038 "," 655,228 ",," 279,513,820 ", 8.76 , 8.19 , 5.26 , 8.14 ,, 7.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3,," 9,235,420 "," 8,062,367 "," 4,409,317 "," 49,485 ",," 21,756,589 "," 104,065,203 "," 98,923,676 "," 83,184,690 "," 617,550 ",," 286,791,119 ", 8.87 , 8.15 , 5.30 , 8.01 ,, 7.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,4,," 8,001,762 "," 7,788,485 "," 4,371,363 "," 48,969 ",," 20,210,578 "," 86,749,160 "," 94,439,494 "," 82,389,303 "," 589,979 ",," 264,167,936 ", 9.22 , 8.25 , 5.31 , 8.30 ,, 7.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,5,," 8,350,400 "," 8,382,484 "," 4,654,915 "," 46,309 ",," 21,434,108 "," 87,384,112 "," 99,701,625 "," 85,852,132 "," 562,383 ",," 273,500,251 ", 9.56 , 8.41 , 5.42 , 8.23 ,, 7.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,6,," 11,416,926 "," 10,145,416 "," 5,157,166 "," 52,665 ",," 26,772,174 "," 116,627,438 "," 114,100,729 "," 88,032,968 "," 619,788 ",," 319,380,923 ", 9.79 , 8.89 , 5.86 , 8.50 ,, 8.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,7,," 14,110,299 "," 10,984,175 "," 5,423,575 "," 58,073 ",," 30,576,122 "," 144,476,336 "," 122,037,032 "," 88,385,722 "," 615,048 ",," 355,514,139 ", 9.77 , 9.00 , 6.14 , 9.44 ,, 8.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,8,," 14,586,822 "," 11,326,512 "," 5,611,746 "," 60,765 ",," 31,585,844 "," 146,904,780 "," 124,436,155 "," 90,535,928 "," 666,823 ",," 362,543,685 ", 9.93 , 9.10 , 6.20 , 9.11 ,, 8.71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,9,," 12,569,627 "," 10,692,890 "," 5,386,703 "," 58,703 ",," 28,707,922 "," 126,515,635 "," 116,516,874 "," 87,256,046 "," 634,829 ",," 330,923,384 ", 9.94 , 9.18 , 6.17 , 9.25 ,, 8.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,10,," 10,017,956 "," 9,667,034 "," 5,179,873 "," 58,364 ",," 24,923,227 "," 102,685,879 "," 108,474,384 "," 85,856,055 "," 609,991 ",," 297,626,309 ", 9.76 , 8.91 , 6.03 , 9.57 ,, 8.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,11,," 8,948,521 "," 8,680,510 "," 4,871,572 "," 47,821 ",," 22,548,425 "," 91,686,571 "," 98,799,249 "," 83,512,203 "," 587,444 ",," 274,585,467 ", 9.76 , 8.79 , 5.83 , 8.14 ,, 8.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,12,," 11,141,823 "," 9,097,056 "," 4,927,429 "," 54,355 ",," 25,220,663 "," 120,177,222 "," 103,531,012 "," 82,974,331 "," 660,108 ",," 307,342,673 ", 9.27 , 8.79 , 5.94 , 8.23 ,, 8.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,US Total," 128,392,676 "," 110,521,623 "," 58,445,282 "," 643,240 ",," 298,002,821 "," 1,359,227,107 "," 1,275,079,020 "," 1,019,156,065 "," 7,506,321 ",," 3,660,968,513 ", 9.45 , 8.67 , 5.73 , 8.57 ,, 8.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1,," 11,496,253 "," 9,042,975 "," 4,734,102 "," 56,827 ",," 25,330,158 "," 120,418,845 "," 101,933,345 "," 81,864,649 "," 649,131 ",," 304,865,970 ", 9.55 , 8.87 , 5.78 , 8.75 ,, 8.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,2,," 10,242,864 "," 8,752,529 "," 4,796,325 "," 56,442 ",," 23,848,160 "," 104,511,063 "," 95,713,187 "," 80,207,183 "," 614,983 ",," 281,046,416 ", 9.80 , 9.14 , 5.98 , 9.18 ,, 8.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3,," 10,357,761 "," 9,164,512 "," 4,893,310 "," 57,571 ",," 24,473,154 "," 104,955,192 "," 101,115,447 "," 83,264,005 "," 635,615 ",," 289,970,260 ", 9.87 , 9.06 , 5.88 , 9.06 ,, 8.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,4,," 9,220,065 "," 8,851,273 "," 4,847,909 "," 52,607 ",," 22,971,855 "," 89,374,095 "," 96,551,161 "," 81,696,376 "," 586,672 ",," 268,208,305 ", 10.32 , 9.17 , 5.93 , 8.97 ,, 8.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,5,," 9,973,502 "," 9,815,633 "," 5,174,264 "," 52,672 ",," 25,016,072 "," 93,999,951 "," 106,441,982 "," 86,178,931 "," 577,270 ",," 287,198,134 ", 10.61 , 9.22 , 6.00 , 9.12 ,, 8.71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,6,," 12,888,715 "," 11,434,242 "," 5,551,677 "," 59,812 ",," 29,934,446 "," 118,815,308 "," 115,785,423 "," 86,629,846 "," 609,313 ",," 321,839,890 ", 10.85 , 9.88 , 6.41 , 9.82 ,, 9.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,7,," 16,148,468 "," 12,520,280 "," 5,879,264 "," 64,583 ",," 34,612,594 "," 147,338,329 "," 125,541,184 "," 88,879,952 "," 627,305 ",," 362,386,770 ", 10.96 , 9.97 , 6.61 , 10.30 ,, 9.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,8,," 16,410,465 "," 12,817,562 "," 6,006,510 "," 64,237 ",," 35,298,774 "," 150,064,425 "," 127,654,723 "," 90,284,793 "," 629,823 ",," 368,633,765 ", 10.94 , 10.04 , 6.65 , 10.20 ,, 9.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,9,," 12,702,012 "," 11,299,705 "," 5,498,478 "," 62,218 ",," 29,562,413 "," 116,072,164 "," 114,230,574 "," 86,364,067 "," 615,295 ",," 317,282,100 ", 10.94 , 9.89 , 6.37 , 10.11 ,, 9.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,10,," 10,187,085 "," 10,367,972 "," 5,260,423 "," 60,389 ",," 25,875,870 "," 96,246,214 "," 109,000,019 "," 85,337,486 "," 602,387 ",," 291,186,106 ", 10.58 , 9.51 , 6.16 , 10.02 ,, 8.89 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,11,," 9,654,698 "," 9,344,188 "," 4,873,005 "," 54,720 ",," 23,926,611 "," 94,842,851 "," 101,103,664 "," 80,653,082 "," 582,371 ",," 277,181,969 ", 10.18 , 9.24 , 6.04 , 9.40 ,, 8.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,12,," 11,300,461 "," 9,503,012 "," 4,792,442 "," 59,947 ",," 25,655,861 "," 114,881,599 "," 104,672,985 "," 79,937,196 "," 627,377 ",," 300,119,157 ", 9.84 , 9.08 , 6.00 , 9.56 ,, 8.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,US Total," 140,582,349 "," 122,913,883 "," 62,307,709 "," 702,025 ",," 326,505,968 "," 1,351,520,036 "," 1,299,743,694 "," 1,011,297,566 "," 7,357,542 ",," 3,669,918,842 ", 10.40 , 9.46 , 6.16 , 9.54 ,, 8.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,," 12,598,796 "," 9,732,731 "," 5,047,955 "," 68,258 ",," 27,447,739 "," 125,286,236 "," 106,667,440 "," 82,384,489 "," 765,596 ",," 315,103,760 ", 10.06 , 9.12 , 6.13 , 8.92 ,, 8.71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
