Year,Month,State,Residential Revenue (Thousand $),Commercial Revenue (Thousand $),Industrial Revenue (Thousand $),Transportation Revenue (Thousand $),Other                 Revenue (Thousand $),All Sectors        Revenue             (Thousand $),Residential Sales (MWh),Commercial Sales (MWh),Industrial Sales (MWh),Transportation Sales (MWh),Other           Sales  (MWh),All Sector    Sales (MWh),Average Retail Price Residential (c/kWh),Average Retail Price Commercial (c/kWh),Average Retail Price  Industrial (c/kWh),Average Retail Price Transportation (c/kWh),Average Retail Price           Other          (c/kWh),Average Retail Price              All Sectors (c/kWh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,," 8,396,931 "," 6,598,410 "," 4,181,767 ", -   ," 599,849 "," 19,776,954 "," 98,488,751 "," 86,749,977 "," 90,154,129 ", -   ," 8,781,552 "," 284,174,410 ", 8.53 , 7.61 , 4.64 ,   , 6.83 , 6.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,," 10,431,257 "," 7,241,439 "," 4,318,587 ", -   ," 608,709 "," 22,599,991 "," 121,537,673 "," 94,177,324 "," 89,105,909 ", -   ," 8,884,777 "," 313,705,685 ", 8.58 , 7.69 , 4.85 ,   , 6.85 , 7.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,," 10,310,908 "," 7,334,725 "," 4,477,518 ", -   ," 628,842 "," 22,751,995 "," 120,330,518 "," 95,579,309 "," 93,665,938 ", -   ," 9,383,918 "," 318,959,687 ", 8.57 , 7.67 , 4.78 ,   , 6.70 , 7.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,9,," 8,996,130 "," 6,880,682 "," 4,150,624 ", -   ," 640,441 "," 20,667,874 "," 106,674,490 "," 91,109,150 "," 89,769,875 ", -   ," 9,728,533 "," 297,282,048 ", 8.43 , 7.55 , 4.62 ,   , 6.58 , 6.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,10,," 7,161,484 "," 6,140,985 "," 3,907,992 ", -   ," 594,035 "," 17,804,495 "," 86,804,459 "," 82,469,530 "," 88,298,040 ", -   ," 8,797,701 "," 266,369,730 ", 8.25 , 7.45 , 4.43 ,   , 6.75 , 6.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,11,," 6,186,834 "," 5,443,762 "," 3,787,031 ", -   ," 538,755 "," 15,956,379 "," 76,952,198 "," 76,487,961 "," 87,552,779 ", -   ," 8,826,898 "," 249,819,837 ", 8.04 , 7.12 , 4.33 ,   , 6.10 , 6.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,12,," 7,336,846 "," 5,589,873 "," 3,764,320 ", -   ," 564,833 "," 17,255,872 "," 92,627,166 "," 78,640,878 "," 87,582,342 ", -   ," 8,428,090 "," 267,278,474 ", 7.92 , 7.11 , 4.30 ,   , 6.70 , 6.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,,US Total," 93,360,134 "," 72,574,696 "," 47,049,882 ", -   ," 6,863,450 "," 219,848,155 "," 1,130,109,111 "," 979,400,919 "," 1,051,203,110 ", -   ," 103,517,594 "," 3,264,230,749 ", 8.26 , 7.41 , 4.48 ,   , 6.63 , 6.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,," 8,427,043 "," 5,646,234 "," 3,566,714 ", -   ," 545,299 "," 18,185,291 "," 111,200,901 "," 80,567,134 "," 83,476,988 ", -   ," 8,590,164 "," 283,835,187 ", 7.58 , 7.01 , 4.27 ,   , 6.35 , 6.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,2,," 6,867,579 "," 5,379,887 "," 3,521,174 ", -   ," 514,374 "," 16,283,014 "," 86,663,612 "," 74,725,795 "," 81,579,240 ", -   ," 8,333,064 "," 251,301,711 ", 7.92 , 7.20 , 4.32 ,   , 6.17 , 6.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3,," 7,065,770 "," 5,510,381 "," 3,601,264 ", -   ," 539,982 "," 16,717,397 "," 89,422,998 "," 76,977,722 "," 85,863,415 ", -   ," 8,543,185 "," 260,807,320 ", 7.90 , 7.16 , 4.19 ,   , 6.32 , 6.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,4,," 6,249,502 "," 5,352,057 "," 3,639,532 ", -   ," 520,876 "," 15,761,965 "," 77,260,719 "," 75,535,674 "," 85,781,196 ", -   ," 8,241,575 "," 246,819,164 ", 8.09 , 7.09 , 4.24 ,   , 6.32 , 6.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,5,," 6,383,351 "," 5,688,101 "," 3,857,995 ", -   ," 553,880 "," 16,483,334 "," 77,151,672 "," 78,982,351 "," 89,695,883 ", -   ," 8,663,648 "," 254,493,554 ", 8.27 , 7.20 , 4.30 ,   , 6.39 , 6.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,6,," 8,083,936 "," 6,560,066 "," 4,129,503 ", -   ," 583,192 "," 19,356,701 "," 95,941,316 "," 88,565,453 "," 90,992,418 ", -   ," 9,036,690 "," 284,535,877 ", 8.43 , 7.41 , 4.54 ,   , 6.45 , 6.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,7,," 10,458,298 "," 7,426,092 "," 4,463,398 ", -   ," 641,976 "," 22,989,766 "," 123,146,398 "," 98,308,207 "," 92,681,725 ", -   ," 9,953,069 "," 324,089,399 ", 8.49 , 7.55 , 4.82 ,   , 6.45 , 7.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,8,," 10,444,721 "," 7,221,553 "," 4,520,751 ", -   ," 609,536 "," 22,796,561 "," 124,030,419 "," 96,723,635 "," 92,763,790 ", -   ," 9,461,659 "," 322,979,503 ", 8.42 , 7.47 , 4.87 ,   , 6.44 , 7.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,9,," 8,699,562 "," 6,731,389 "," 4,127,631 ", -   ," 616,544 "," 20,175,135 "," 104,115,852 "," 90,413,865 "," 90,670,377 ", -   ," 9,653,069 "," 294,853,163 ", 8.36 , 7.45 , 4.55 ,   , 6.39 , 6.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,10,," 6,905,183 "," 6,204,544 "," 4,022,582 ", -   ," 598,416 "," 17,730,725 "," 82,598,793 "," 83,649,689 "," 89,846,268 ", -   ," 9,226,308 "," 265,321,058 ", 8.36 , 7.42 , 4.48 ,   , 6.49 , 6.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,11,," 6,343,291 "," 5,492,787 "," 3,778,591 ", -   ," 541,877 "," 16,156,547 "," 78,263,892 "," 76,871,486 "," 88,532,569 ", -   ," 8,793,661 "," 252,461,608 ", 8.11 , 7.15 , 4.27 ,   , 6.16 , 6.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,12,," 7,554,163 "," 5,558,236 "," 3,617,601 ", -   ," 529,646 "," 17,259,651 "," 95,126,509 "," 80,674,709 "," 86,332,723 ", -   ," 8,455,598 "," 270,589,539 ", 7.94 , 6.89 , 4.19 ,   , 6.26 , 6.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,,US Total," 93,482,399 "," 72,771,327 "," 46,846,736 ", -   ," 6,795,598 "," 219,896,087 "," 1,144,923,081 "," 1,001,995,720 "," 1,058,216,592 ", -   ," 106,951,690 "," 3,312,087,083 ", 8.16 , 7.26 , 4.43 ,   , 6.35 , 6.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,1,," 8,392,174 "," 5,786,869 "," 3,701,121 ", -   ," 549,789 "," 18,429,954 "," 109,611,122 "," 83,491,278 "," 86,063,175 ", -   ," 8,888,053 "," 288,053,623 ", 7.66 , 6.93 , 4.30 ,   , 6.19 , 6.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,2,," 7,600,183 "," 5,596,219 "," 3,656,910 ", -   ," 554,777 "," 17,408,086 "," 98,561,597 "," 80,279,025 "," 84,687,036 ", -   ," 8,619,396 "," 272,147,050 ", 7.71 , 6.97 , 4.32 ,   , 6.44 , 6.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,3,," 6,853,914 "," 5,692,775 "," 3,811,862 ", -   ," 546,541 "," 16,905,080 "," 84,624,330 "," 80,707,484 "," 88,471,366 ", -   ," 8,479,541 "," 262,282,721 ", 8.10 , 7.05 , 4.31 ,   , 6.45 , 6.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,4,," 6,218,678 "," 5,521,241 "," 3,734,138 ", -   ," 547,018 "," 16,021,080 "," 76,197,378 "," 78,184,548 "," 86,472,622 ", -   ," 8,121,472 "," 248,976,033 ", 8.16 , 7.06 , 4.32 ,   , 6.74 , 6.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,5,," 6,956,648 "," 6,255,615 "," 4,084,879 ", -   ," 576,277 "," 17,873,422 "," 83,336,096 "," 86,331,128 "," 90,479,644 ", -   ," 8,957,857 "," 269,104,723 ", 8.35 , 7.25 , 4.51 ,   , 6.43 , 6.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,6,," 8,896,498 "," 7,257,610 "," 4,377,832 ", -   ," 629,754 "," 21,161,690 "," 103,985,607 "," 94,330,276 "," 92,075,434 ", -   ," 9,337,150 "," 299,728,477 ", 8.56 , 7.69 , 4.75 ,   , 6.74 , 7.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,7,," 10,276,112 "," 7,655,190 "," 4,447,530 ", -   ," 647,438 "," 23,026,272 "," 119,464,453 "," 98,616,288 "," 89,825,402 ", -   ," 9,725,901 "," 317,632,041 ", 8.60 , 7.76 , 4.95 ,   , 6.66 , 7.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,8,," 10,666,199 "," 8,116,698 "," 4,786,391 ", -   ," 680,031 "," 24,249,315 "," 123,700,339 "," 102,571,553 "," 94,233,362 ", -   ," 10,202,533 "," 330,707,792 ", 8.62 , 7.91 , 5.08 ,   , 6.67 , 7.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,9,," 9,228,178 "," 7,295,985 "," 4,387,273 ", -   ," 677,900 "," 21,589,337 "," 108,530,749 "," 94,509,771 "," 90,559,692 ", -   ," 10,108,193 "," 303,708,406 ", 8.50 , 7.72 , 4.84 ,   , 6.71 , 7.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,10,," 7,372,335 "," 6,694,035 "," 4,242,763 ", -   ," 615,751 "," 18,924,877 "," 86,811,220 "," 87,341,050 "," 89,379,608 ", -   ," 9,250,999 "," 272,782,879 ", 8.49 , 7.66 , 4.75 ,   , 6.66 , 6.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,11,," 6,895,352 "," 6,085,308 "," 4,021,533 ", -   ," 569,355 "," 17,571,551 "," 84,482,232 "," 83,026,401 "," 87,706,357 ", -   ," 8,892,733 "," 264,107,725 ", 8.16 , 7.33 , 4.59 ,   , 6.40 , 6.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,12,," 8,853,120 "," 6,447,785 "," 4,117,263 ", -   ," 584,571 "," 20,002,733 "," 113,141,368 "," 85,843,277 "," 84,285,693 ", -   ," 8,912,455 "," 292,182,786 ", 7.82 , 7.51 , 4.88 ,   , 6.56 , 6.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,US Total," 98,209,391 "," 78,405,330 "," 49,369,495 ", -   ," 7,179,202 "," 233,163,397 "," 1,192,446,491 "," 1,055,232,079 "," 1,064,239,391 ", -   ," 109,496,283 "," 3,421,414,256 ", 8.24 , 7.43 , 4.64 ,, 6.56 , 6.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1,," 9,826,813 "," 6,587,079 "," 3,951,604 ",," 612,638 "," 20,978,134 "," 127,065,784 "," 90,825,272 "," 83,477,360 ",," 9,447,652 "," 310,816,069 ", 7.73 , 7.25 , 4.73 ,   , 6.48 , 6.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2,," 8,029,636 "," 6,118,501 "," 3,945,194 ",," 606,792 "," 18,700,123 "," 99,877,673 "," 81,466,858 "," 82,248,232 ",," 8,741,975 "," 272,334,738 ", 8.04 , 7.51 , 4.80 ,   , 6.94 , 6.87 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,3,," 7,721,426 "," 6,470,069 "," 4,060,684 ",," 628,056 "," 18,880,234 "," 92,804,586 "," 84,064,250 "," 83,521,518 ",," 8,908,049 "," 269,298,401 ", 8.32 , 7.70 , 4.86 ,   , 7.05 , 7.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
